,Gata2,Gata1,Klf1,Epor,Hba-a2,Elane,Cebpe,Gfi1,Irf8,Csf1r,Ctsg,groups
0,1.050144619345665,-0.34246686339378357,-0.6201861016452312,-0.5766562509536743,-0.34005276739597323,-0.6860210810601711,-0.24135276317596435,-0.27365121006965637,-0.48944926977157593,-0.38439898669719696,-0.46289515890181065,16.0
1,0.9966879117488862,-0.34246686339378357,-0.6201861016452312,-0.5766562509536743,-0.34005276739597323,-0.6767439165711403,-0.24135276317596435,-0.27365121006965637,-0.48944926977157593,-0.38439898669719696,-0.49247415401041506,16.0
2,0.9769586288928985,-0.34246686339378357,-0.659204488247633,-0.5766562509536743,-0.34005276739597323,-0.6860210821032524,-0.24135276317596435,-0.27365121006965637,-0.48944926977157593,-0.38439898669719696,-0.4968470929563045,16.0
3,0.9769586288928985,-0.34246686339378357,-0.659204488247633,-0.5766562509536743,-0.34005276739597323,-0.6713171228766441,-0.24135276317596435,-0.3237529397010803,-0.48944926977157593,-0.38439898669719696,-0.5135466556251049,16.0
4,0.9432312041521073,-0.3655210018157959,-0.659204488247633,-0.5766562509536743,-0.34005276739597323,-0.662039957344532,-0.24135276317596435,-0.3237529397010803,-0.48944926977157593,-0.38439898669719696,-0.5135466556251049,16.0
5,0.9095037794113159,-0.40206094622612,-0.635280474871397,-0.5766562509536743,-0.34005276739597323,-0.662039957344532,-0.24135276317596435,-0.3237529397010803,-0.5123460924625397,-0.38439898669719696,-0.5179195944964886,16.0
6,0.8560470718145371,-0.3655210018157959,-0.6113564614951611,-0.5766562509536743,-0.34005276739597323,-0.662039957344532,-0.24135276317596435,-0.3237529397010803,-0.5123460924625397,-0.38439898669719696,-0.5179195944964886,16.0
7,0.8560470718145371,-0.3655210018157959,-0.6113564614951611,-0.5766562509536743,-0.34005276739597323,-0.6713171228766441,-0.24135276317596435,-0.3237529397010803,-0.5123460924625397,-0.38439898669719696,-0.5179195944964886,16.0
8,0.8025903642177582,-0.3655210018157959,-0.6113564614951611,-0.5766562509536743,-0.34005276739597323,-0.6713171228766441,-0.24135276317596435,-0.3237529397010803,-0.5123460924625397,-0.38439898669719696,-0.5073833434283733,16.0
9,0.7688629353046417,-0.3655210018157959,-0.6113564614951611,-0.5766562509536743,-0.34005276739597323,-0.6928580322861672,-0.3073019695281982,-0.3237529397010803,-0.5123460924625397,-0.42220208048820496,-0.540782468765974,16.0
